COMM       PID  SYSCALL_ID ARGS[0]              ARGS[1]              ARGS[2]              ARGS[3]              ARGS[4]              ARGS[5]             
b'df'      1187966 137        b'/snap/gnome-3-34-1804/77' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/snap-store/558' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/gnome-3-34-1804/72' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/gtk-common-themes/1515' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/gnome-system-monitor/174' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/gnome-system-monitor/169' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/gnome-logs/25' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/core18/2284' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/proc/sys/fs/binfmt_misc' b'hsqs'              b''                  b''                  b'binfmt_misc'       b''                 
b'df'      1187966 137        b'/run/user/120'     b'MNIB'              b''                  b''                  b'tmpfs'             b''                 
b'df'      1187966 137        b'/run/user/120/gvfs' b'\x94\x19\x02\x01'  b''                  b''                  b'fuse.gvfsd-fuse'   b''                 
b'df'      1187966 137        b'/run/user/1000'    b'\x94\x19\x02\x01'  b''                  b''                  b'tmpfs'             b''                 
b'df'      1187966 137        b'/run/user/1000/gvfs' b'\x94\x19\x02\x01'  b''                  b''                  b'fuse.gvfsd-fuse'   b''                 
b'df'      1187966 137        b'/run/user/1000/doc' b'FUse'              b''                  b''                  b'fuse'              b''                 
b'df'      1187966 137        b'/snap/core20/1376' b'FUse'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/core/12821'  b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/core18/2344' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/sys/kernel/debug/tracing' b'hsqs'              b''                  b''                  b'tracefs'           b''                 
b'df'      1187966 137        b'/snap/docker/1690' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/run/snapd/ns/docker.mnt' b'hsqs'              b''                  b''                  b'nsfs'              b''                 
b'df'      1187966 137        b'/snap/core20/1405' b'sfsn'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/docker/1767' b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 137        b'/snap/core/12941'  b'hsqs'              b''                  b''                  b'squashfs'          b''                 
b'df'      1187966 257        b''                  b'/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cach' b''                  b''                  b''                  b'/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cach'
b'df'      1187966 5          b''                  b''                  b''                  b''                  b''                  b'/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cach'
b'df'      1187966 9          b''                  b''                  b''                  b''                  b''                  b''                 
b'df'      1187966 3          b''                  b''                  b''                  b''                  b''                  b''                 
b'df'      1187966 5          b''                  b','                 b','                 b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'Filesystem      Size  Used Avail Use% Mounted on\n ' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'udev            7.8G     0  7.8G   0% /dev\ned on\n ' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'tmpfs           1.6G  2.1M  1.6G   1% /run\ned on\n ' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/sda1       110G   63G   41G  61% /\nun\ned on\n ' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'tmpfs           7.8G  1.3G  6.6G  16% /dev/shm\nn\n ' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'tmpfs           5.0M  4.0K  5.0M   1% /run/lock\n\n ' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'tmpfs           7.8G     0  7.8G   0% /sys/fs/cgro' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop0      128K  128K     0 100% /snap/bare/5' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop5      2.5M  2.5M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop3      248M  248M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop2      141M  141M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop6      249M  249M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop8      768K  768K     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop9      640K  640K     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop10     2.7M  2.7M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop11      66M   66M     0 100% /snap/gtk-co' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop12     141M  141M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop14     768K  768K     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop15     219M  219M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop16      55M   55M     0 100% /snap/snap-s' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop17     219M  219M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop18      66M   66M     0 100% /snap/gtk-co' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop19     2.7M  2.7M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop21     2.7M  2.7M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop22      21M   21M     0 100% /snap/gnome-' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop23      56M   56M     0 100% /snap/core18' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'tmpfs           1.6G   20K  1.6G   1% /run/user/12' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'tmpfs           1.6G   68K  1.6G   1% /run/user/10' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop24      62M   62M     0 100% /snap/core20' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop1      111M  111M     0 100% /snap/core/1' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop25      56M   56M     0 100% /snap/core18' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop7      118M  118M     0 100% /snap/docker' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop26      62M   62M     0 100% /snap/core20' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop20     118M  118M     0 100% /snap/docker' b''                  b''                  b''                  b''                 
b'df'      1187966 1          b''                  b'/dev/loop4      112M  112M     0 100% /snap/core/1' b''                  b''                  b''                  b''                 
b'df'      1187966 3          b''                  b'/dev/loop4      112M  112M     0 100% /snap/core/1' b''                  b''                  b''                  b''                 
b'df'      1187966 3          b''                  b''                  b''                  b''                  b''                  b''                 
b'df'      1187966 231        b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 14         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 16         b''                  b''                  b'\x80l\x06'         b''                  b''                  b''                 
b'bash'    420992 14         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 16         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 16         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 14         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 61         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 15         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 13         b''                  b'0\x9b\xe6\xd5\xf7U' b''                  b''                  b'\xff\xff\xff\xff\xfd\x7f' b''                 
b'bash'    420992 14         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 16         b''                  b''                  b'\x80l\x06'         b''                  b''                  b''                 
b'bash'    420992 14         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 13         b''                  b'0\x9b\xe6\xd5\xf7U' b''                  b''                  b''                  b''                 
b'bash'    420992 72         b''                  b''                  b''                  b''                  b'0\x9b\xe6\xd5\xf7U' b''                 
b'bash'    420992 16         b''                  b''                  b'\x01'              b''                  b''                  b'en_US.UTF-8'      
b'bash'    420992 16         b''                  b''                  b'5'                 b''                  b''                  b'en_US.UTF-8'      
b'bash'    420992 16         b''                  b''                  b''                  b''                  b'`\x1f\xed\xd5\xf7U' b'en_US.UTF-8'      
b'bash'    420992 16         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 16         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 16         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 14         b''                  b'\x07`8'            b''                  b''                  b'\x07`8'            b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b''                  b''                  b''                  b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b'0\x9b\xe6\xd5\xf7U' b''                  b'0\x9b\xe6\xd5\xf7U' b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b'\x10\x96\xe6\xd5\xf7U' b''                  b'\x10\x96\xe6\xd5\xf7U' b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b''                  b''                  b''                  b''                 
b'bash'    420992 13         b''                  b'\x01'              b''                  b''                  b'\xd03r\xd6\xf7U'   b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b'\x01'              b''                  b'\xc0 \xfbso\x7f'   b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b'\x01'              b''                  b''                  b''                 
b'bash'    420992 13         b''                  b'\x01'              b''                  b''                  b'@\x01\xec\xd5\xf7U' b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b'\x01'              b''                  b'\x01'              b''                 
b'bash'    420992 13         b''                  b'\x01'              b''                  b''                  b'@\x01\xec\xd5\xf7U' b''                 
b'bash'    420992 13         b''                  b'@\x01\xec\xd5\xf7U' b'\x01'              b''                  b'\x01'              b''                 
b'bash'    420992 13         b''                  b'\x01'              b''                  b''                  b'@\x01\xec\xd5\xf7U' b''                 
b'bash'    420992 14         b''                  b''                  b''                  b''                  b''                  b''                 
b'bash'    420992 13         b''                  b'\xa0\xf5\xeb\xd5\xf7U' b'\x01'              b''                  b'\x01'              b''                 
b'bash'    420992 1          b''                  b'\x1b]0;rahul@rahul-ubuntu: ~/bcc-python\x07\x1b[01;32mrahul' b''                  b''                  b''                  b''                 
b'bash'    420992 270        b''                  b'\x01'              b''                  b''                  b''                  b'@\xc1\xf1\xd5\xf7U'
